Zeitraum,Menge HT (kWh),Menge NT (kWh),Menge Total (kWh),Maximale Leistung (kW)
30.12.2022 16:15 - 16:30,0.09300000220537186,0,0.09300000220537186,0.3720000088214874
30.12.2022 16:30 - 16:45,0.07400000095367432,0,0.07400000095367432,0.29600000381469727
30.12.2022 16:45 - 17:00,0.07599999755620956,0,0.07599999755620956,0.30399999022483826
30.12.2022 17:00 - 17:15,0.07999999821186066,0,0.07999999821186066,0.3199999928474426
30.12.2022 17:15 - 17:30,0.0820000022649765,0,0.0820000022649765,0.328000009059906
30.12.2022 17:30 - 17:45,0.07599999755620956,0,0.07599999755620956,0.30399999022483826
30.12.2022 17:45 - 18:00,0.052000001072883606,0,0.052000001072883606,0.20800000429153442
30.12.2022 18:00 - 18:15,0.07800000160932541,0,0.07800000160932541,0.31200000643730164
30.12.2022 18:15 - 18:30,0.08100000023841858,0,0.08100000023841858,0.3240000009536743
30.12.2022 18:30 - 18:45,0.061000000685453415,0,0.061000000685453415,0.24400000274181366
30.12.2022 18:45 - 19:00,0.04100000113248825,0,0.04100000113248825,0.164000004529953
30.12.2022 19:00 - 19:15,0.052000001072883606,0,0.052000001072883606,0.20800000429153442
30.12.2022 19:15 - 19:30,0.0430000014603138,0,0.0430000014603138,0.1720000058412552
30.12.2022 19:30 - 19:45,0.04500000178813934,0,0.04500000178813934,0.18000000715255737
30.12.2022 19:45 - 20:00,0.04699999839067459,0,0.04699999839067459,0.18799999356269836
30.12.2022 20:00 - 20:15,0.050999999046325684,0,0.050999999046325684,0.20399999618530273
30.12.2022 20:15 - 20:30,0.03999999910593033,0,0.03999999910593033,0.1599999964237213
30.12.2022 20:30 - 20:45,0.026000000536441803,0,0.026000000536441803,0.10400000214576721
30.12.2022 20:45 - 21:00,0.026000000536441803,0,0.026000000536441803,0.10400000214576721
30.12.2022 21:00 - 21:15,0.04899999871850014,0,0.04899999871850014,0.19599999487400055
30.12.2022 21:15 - 21:30,0.03700000047683716,0,0.03700000047683716,0.14800000190734863
30.12.2022 21:30 - 21:45,0.028999999165534973,0,0.028999999165534973,0.11599999666213989
30.12.2022 21:45 - 22:00,0.024000000208616257,0,0.024000000208616257,0.09600000083446503
30.12.2022 22:00 - 22:15,0,0.02500000037252903,0.02500000037252903,0.10000000149011612
30.12.2022 22:15 - 22:30,0,0.041999999433755875,0.041999999433755875,0.1679999977350235
30.12.2022 22:30 - 22:45,0,0.057999998331069946,0.057999998331069946,0.23199999332427979
30.12.2022 22:45 - 23:00,0,0.04399999976158142,0.04399999976158142,0.17599999904632568
30.12.2022 23:00 - 23:15,0,0.15299999713897705,0.15299999713897705,0.6119999885559082
30.12.2022 23:15 - 23:30,0,0.10199999809265137,0.10199999809265137,0.40799999237060547
30.12.2022 23:30 - 23:45,0,0.09799999743700027,0.09799999743700027,0.3919999897480011
30.12.2022 23:45 - 00:00,0,0.08900000154972076,0.08900000154972076,0.35600000619888306
31.12.2022 00:00 - 00:15,0,0.07800000160932541,0.07800000160932541,0.31200000643730164
31.12.2022 00:15 - 00:30,0,0.07900000363588333,0.07900000363588333,0.3160000145435333
31.12.2022 00:30 - 00:45,0,0.09200000017881393,0.09200000017881393,0.36800000071525574
31.12.2022 00:45 - 01:00,0,0.08500000089406967,0.08500000089406967,0.3400000035762787
31.12.2022 01:00 - 01:15,0,0.08699999749660492,0.08699999749660492,0.3479999899864197
31.12.2022 01:15 - 01:30,0,0.13300000131130219,0.13300000131130219,0.5320000052452087
31.12.2022 01:30 - 01:45,0,0.4099999964237213,0.4099999964237213,1.6399999856948853
31.12.2022 01:45 - 02:00,0,0.15800000727176666,0.15800000727176666,0.6320000290870667
31.12.2022 02:00 - 02:15,0,0.03200000151991844,0.03200000151991844,0.12800000607967377
31.12.2022 02:15 - 02:30,0,0.04800000041723251,0.04800000041723251,0.19200000166893005
31.12.2022 02:30 - 02:45,0,0.04399999976158142,0.04399999976158142,0.17599999904632568
31.12.2022 02:45 - 03:00,0,0.04800000041723251,0.04800000041723251,0.19200000166893005
31.12.2022 03:00 - 03:15,0,0.32100000977516174,0.32100000977516174,1.284000039100647
31.12.2022 03:15 - 03:30,0,0.07199999690055847,0.07199999690055847,0.2879999876022339
31.12.2022 03:30 - 03:45,0,0.17299999296665192,0.17299999296665192,0.6919999718666077
31.12.2022 03:45 - 04:00,0,0.06300000101327896,0.06300000101327896,0.25200000405311584
31.12.2022 04:00 - 04:15,0,0.05400000140070915,0.05400000140070915,0.2160000056028366
31.12.2022 04:15 - 04:30,0,0.029999999329447746,0.029999999329447746,0.11999999731779099
31.12.2022 04:30 - 04:45,0,0.029999999329447746,0.029999999329447746,0.11999999731779099
31.12.2022 04:45 - 05:00,0,0.041999999433755875,0.041999999433755875,0.1679999977350235
31.12.2022 05:00 - 05:15,0,0.052000001072883606,0.052000001072883606,0.20800000429153442
31.12.2022 05:15 - 05:30,0,0.028999999165534973,0.028999999165534973,0.11599999666213989
31.12.2022 05:30 - 05:45,0,0.02500000037252903,0.02500000037252903,0.10000000149011612
31.12.2022 05:45 - 06:00,0,0.02500000037252903,0.02500000037252903,0.10000000149011612
31.12.2022 06:00 - 06:15,0,0.035999998450279236,0.035999998450279236,0.14399999380111694
31.12.2022 06:15 - 06:30,0,0.050999999046325684,0.050999999046325684,0.20399999618530273
31.12.2022 06:30 - 06:45,0,0.04500000178813934,0.04500000178813934,0.18000000715255737
31.12.2022 06:45 - 07:00,0,0.03799999877810478,0.03799999877810478,0.15199999511241913
31.12.2022 07:00 - 07:15,0.03200000151991844,0,0.03200000151991844,0.12800000607967377
31.12.2022 07:15 - 07:30,0.039000000804662704,0,0.039000000804662704,0.15600000321865082
31.12.2022 07:30 - 07:45,0.03799999877810478,0,0.03799999877810478,0.15199999511241913
31.12.2022 07:45 - 08:00,0.061000000685453415,0,0.061000000685453415,0.24400000274181366
31.12.2022 08:00 - 08:15,0.03500000014901161,0,0.03500000014901161,0.14000000059604645
31.12.2022 08:15 - 08:30,0.05000000074505806,0,0.05000000074505806,0.20000000298023224
31.12.2022 08:30 - 08:45,0.04500000178813934,0,0.04500000178813934,0.18000000715255737
31.12.2022 08:45 - 09:00,0.035999998450279236,0,0.035999998450279236,0.14399999380111694
31.12.2022 09:00 - 09:15,0.05000000074505806,0,0.05000000074505806,0.20000000298023224
31.12.2022 09:15 - 09:30,0.06300000101327896,0,0.06300000101327896,0.25200000405311584
31.12.2022 09:30 - 09:45,0.05999999865889549,0,0.05999999865889549,0.23999999463558197
31.12.2022 09:45 - 10:00,0.03500000014901161,0,0.03500000014901161,0.14000000059604645
31.12.2022 10:00 - 10:15,0.03400000184774399,0,0.03400000184774399,0.13600000739097595
31.12.2022 10:15 - 10:30,0.04399999976158142,0,0.04399999976158142,0.17599999904632568
31.12.2022 10:30 - 10:45,0.06400000303983688,0,0.06400000303983688,0.25600001215934753
31.12.2022 10:45 - 11:00,0.041999999433755875,0,0.041999999433755875,0.1679999977350235
31.12.2022 11:00 - 11:15,0.035999998450279236,0,0.035999998450279236,0.14399999380111694
31.12.2022 11:15 - 11:30,0.0860000029206276,0,0.0860000029206276,0.3440000116825104
31.12.2022 11:30 - 11:45,0.2460000067949295,0,0.2460000067949295,0.984000027179718
31.12.2022 11:45 - 12:00,0.1340000033378601,0,0.1340000033378601,0.5360000133514404
31.12.2022 12:00 - 12:15,0.1340000033378601,0,0.1340000033378601,0.5360000133514404
31.12.2022 12:15 - 12:30,0.1289999932050705,0,0.1289999932050705,0.515999972820282
31.12.2022 12:30 - 12:45,0.12200000137090683,0,0.12200000137090683,0.4880000054836273
31.12.2022 12:45 - 13:00,0.1860000044107437,0,0.1860000044107437,0.7440000176429749
31.12.2022 13:00 - 13:15,0.10300000011920929,0,0.10300000011920929,0.41200000047683716
31.12.2022 13:15 - 13:30,0.6309999823570251,0,0.6309999823570251,2.5239999294281006
31.12.2022 13:30 - 13:45,0.3619999885559082,0,0.3619999885559082,1.4479999542236328
31.12.2022 13:45 - 14:00,0.16300000250339508,0,0.16300000250339508,0.6520000100135803
31.12.2022 14:00 - 14:15,0.06199999898672104,0,0.06199999898672104,0.24799999594688416
31.12.2022 14:15 - 14:30,0.0430000014603138,0,0.0430000014603138,0.1720000058412552
31.12.2022 14:30 - 14:45,0.05900000035762787,0,0.05900000035762787,0.23600000143051147
31.12.2022 14:45 - 15:00,0.07699999958276749,0,0.07699999958276749,0.30799999833106995
31.12.2022 15:00 - 15:15,0.06300000101327896,0,0.06300000101327896,0.25200000405311584
31.12.2022 15:15 - 15:30,0.02800000086426735,0,0.02800000086426735,0.1120000034570694
31.12.2022 15:30 - 15:45,0.02500000037252903,0,0.02500000037252903,0.10000000149011612
31.12.2022 15:45 - 16:00,0.039000000804662704,0,0.039000000804662704,0.15600000321865082
31.12.2022 16:00 - 16:15,0.052000001072883606,0,0.052000001072883606,0.20800000429153442
31.12.2022 16:15 - 16:30,0.023000000044703484,0,0.023000000044703484,0.09200000017881393
31.12.2022 16:30 - 16:45,0.020999999716877937,0,0.020999999716877937,0.08399999886751175
31.12.2022 16:45 - 17:00,0.04699999839067459,0,0.04699999839067459,0.18799999356269836
31.12.2022 17:00 - 17:15,0.04899999871850014,0,0.04899999871850014,0.19599999487400055
31.12.2022 17:15 - 17:30,0.0430000014603138,0,0.0430000014603138,0.1720000058412552
31.12.2022 17:30 - 17:45,0.21899999678134918,0,0.21899999678134918,0.8759999871253967
31.12.2022 17:45 - 18:00,0.10700000077486038,0,0.10700000077486038,0.42800000309944153
31.12.2022 18:00 - 18:15,0.10000000149011612,0,0.10000000149011612,0.4000000059604645
31.12.2022 18:15 - 18:30,0.0860000029206276,0,0.0860000029206276,0.3440000116825104
31.12.2022 18:30 - 18:45,0.02199999988079071,0,0.02199999988079071,0.08799999952316284
31.12.2022 18:45 - 19:00,0.035999998450279236,0,0.035999998450279236,0.14399999380111694
31.12.2022 19:00 - 19:15,0.029999999329447746,0,0.029999999329447746,0.11999999731779099
31.12.2022 19:15 - 19:30,0.03200000151991844,0,0.03200000151991844,0.12800000607967377
31.12.2022 19:30 - 19:45,0.01899999938905239,0,0.01899999938905239,0.07599999755620956
31.12.2022 19:45 - 20:00,0.019999999552965164,0,0.019999999552965164,0.07999999821186066
31.12.2022 20:00 - 20:15,0.02500000037252903,0,0.02500000037252903,0.10000000149011612
31.12.2022 20:15 - 20:30,0.052000001072883606,0,0.052000001072883606,0.20800000429153442
31.12.2022 20:30 - 20:45,0.03999999910593033,0,0.03999999910593033,0.1599999964237213
31.12.2022 20:45 - 21:00,0.020999999716877937,0,0.020999999716877937,0.08399999886751175
31.12.2022 21:00 - 21:15,0.020999999716877937,0,0.020999999716877937,0.08399999886751175
31.12.2022 21:15 - 21:30,0.03099999949336052,0,0.03099999949336052,0.12399999797344208
31.12.2022 21:30 - 21:45,0.04699999839067459,0,0.04699999839067459,0.18799999356269836
31.12.2022 21:45 - 22:00,0.019999999552965164,0,0.019999999552965164,0.07999999821186066
31.12.2022 22:00 - 22:15,0,0.017000000923871994,0.017000000923871994,0.06800000369548798
31.12.2022 22:15 - 22:30,0,0.024000000208616257,0.024000000208616257,0.09600000083446503
31.12.2022 22:30 - 22:45,0,0.03099999949336052,0.03099999949336052,0.12399999797344208
31.12.2022 22:45 - 23:00,0,0.026000000536441803,0.026000000536441803,0.10400000214576721
31.12.2022 23:00 - 23:15,0,0.04100000113248825,0.04100000113248825,0.164000004529953
31.12.2022 23:15 - 23:30,0,0.03799999877810478,0.03799999877810478,0.15199999511241913
31.12.2022 23:30 - 23:45,0,0.03400000184774399,0.03400000184774399,0.13600000739097595
31.12.2022 23:45 - 00:00,0,0.027000000700354576,0.027000000700354576,0.1080000028014183
01.01.2023 00:00 - 00:15,0,0.017000000923871994,0.017000000923871994,0.06800000369548798
01.01.2023 00:15 - 00:30,0,0.03500000014901161,0.03500000014901161,0.14000000059604645
01.01.2023 00:30 - 00:45,0,0.026000000536441803,0.026000000536441803,0.10400000214576721
01.01.2023 00:45 - 01:00,0,0.029999999329447746,0.029999999329447746,0.11999999731779099
01.01.2023 01:00 - 01:15,0,0.01899999938905239,0.01899999938905239,0.07599999755620956
01.01.2023 01:15 - 01:30,0,0.01899999938905239,0.01899999938905239,0.07599999755620956
01.01.2023 01:30 - 01:45,0,0.027000000700354576,0.027000000700354576,0.1080000028014183
01.01.2023 01:45 - 02:00,0,0.05299999937415123,0.05299999937415123,0.21199999749660492
01.01.2023 02:00 - 02:15,0,0.03999999910593033,0.03999999910593033,0.1599999964237213
01.01.2023 02:15 - 02:30,0,0.019999999552965164,0.019999999552965164,0.07999999821186066
01.01.2023 02:30 - 02:45,0,0.020999999716877937,0.020999999716877937,0.08399999886751175
01.01.2023 02:45 - 03:00,0,0.0430000014603138,0.0430000014603138,0.1720000058412552
01.01.2023 03:00 - 03:15,0,0.050999999046325684,0.050999999046325684,0.20399999618530273
01.01.2023 03:15 - 03:30,0,0.020999999716877937,0.020999999716877937,0.08399999886751175
01.01.2023 03:30 - 03:45,0,0.020999999716877937,0.020999999716877937,0.08399999886751175
01.01.2023 03:45 - 04:00,0,0.027000000700354576,0.027000000700354576,0.1080000028014183
01.01.2023 04:00 - 04:15,0,0.03099999949336052,0.03099999949336052,0.12399999797344208
01.01.2023 04:15 - 04:30,0,0.02199999988079071,0.02199999988079071,0.08799999952316284
01.01.2023 04:30 - 04:45,0,0.039000000804662704,0.039000000804662704,0.15600000321865082
01.01.2023 04:45 - 05:00,0,0.03700000047683716,0.03700000047683716,0.14800000190734863
01.01.2023 05:00 - 05:15,0,0.03700000047683716,0.03700000047683716,0.14800000190734863
01.01.2023 05:15 - 05:30,0,0.03099999949336052,0.03099999949336052,0.12399999797344208
01.01.2023 05:30 - 05:45,0,0.01899999938905239,0.01899999938905239,0.07599999755620956
01.01.2023 05:45 - 06:00,0,0.03700000047683716,0.03700000047683716,0.14800000190734863
01.01.2023 06:00 - 06:15,0,0.028999999165534973,0.028999999165534973,0.11599999666213989
01.01.2023 06:15 - 06:30,0,0.03099999949336052,0.03099999949336052,0.12399999797344208
01.01.2023 06:30 - 06:45,0,0.017999999225139618,0.017999999225139618,0.07199999690055847
01.01.2023 06:45 - 07:00,0,0.017999999225139618,0.017999999225139618,0.07199999690055847
01.01.2023 07:00 - 07:15,0.023000000044703484,0,0.023000000044703484,0.09200000017881393
01.01.2023 07:15 - 07:30,0.052000001072883606,0,0.052000001072883606,0.20800000429153442
01.01.2023 07:30 - 07:45,0.0430000014603138,0,0.0430000014603138,0.1720000058412552
01.01.2023 07:45 - 08:00,0.02800000086426735,0,0.02800000086426735,0.1120000034570694
01.01.2023 08:00 - 08:15,0.017000000923871994,0,0.017000000923871994,0.06800000369548798
01.01.2023 08:15 - 08:30,0.028999999165534973,0,0.028999999165534973,0.11599999666213989
01.01.2023 08:30 - 08:45,0.03999999910593033,0,0.03999999910593033,0.1599999964237213
01.01.2023 08:45 - 09:00,0.024000000208616257,0,0.024000000208616257,0.09600000083446503
01.01.2023 09:00 - 09:15,0.01899999938905239,0,0.01899999938905239,0.07599999755620956
01.01.2023 09:15 - 09:30,0.026000000536441803,0,0.026000000536441803,0.10400000214576721
01.01.2023 09:30 - 09:45,0.03200000151991844,0,0.03200000151991844,0.12800000607967377
01.01.2023 09:45 - 10:00,0.020999999716877937,0,0.020999999716877937,0.08399999886751175
01.01.2023 10:00 - 10:15,0.03400000184774399,0,0.03400000184774399,0.13600000739097595
01.01.2023 10:15 - 10:30,0.03700000047683716,0,0.03700000047683716,0.14800000190734863
01.01.2023 10:30 - 10:45,0.041999999433755875,0,0.041999999433755875,0.1679999977350235
01.01.2023 10:45 - 11:00,0.02800000086426735,0,0.02800000086426735,0.1120000034570694
01.01.2023 11:00 - 11:15,0.019999999552965164,0,0.019999999552965164,0.07999999821186066
01.01.2023 11:15 - 11:30,0.032999999821186066,0,0.032999999821186066,0.13199999928474426
01.01.2023 11:30 - 11:45,0.04100000113248825,0,0.04100000113248825,0.164000004529953
01.01.2023 11:45 - 12:00,0.032999999821186066,0,0.032999999821186066,0.13199999928474426
01.01.2023 12:00 - 12:15,0.01899999938905239,0,0.01899999938905239,0.07599999755620956
01.01.2023 12:15 - 12:30,0.01899999938905239,0,0.01899999938905239,0.07599999755620956
01.01.2023 12:30 - 12:45,0.02199999988079071,0,0.02199999988079071,0.08799999952316284
01.01.2023 12:45 - 13:00,0.17000000178813934,0,0.17000000178813934,0.6800000071525574
01.01.2023 13:00 - 13:15,0.25600001215934753,0,0.25600001215934753,1.0240000486373901
01.01.2023 13:15 - 13:30,0.21699999272823334,0,0.21699999272823334,0.8679999709129333
01.01.2023 13:30 - 13:45,0.0430000014603138,0,0.0430000014603138,0.1720000058412552
01.01.2023 13:45 - 14:00,0.0949999988079071,0,0.0949999988079071,0.3799999952316284
01.01.2023 14:00 - 14:15,0.07900000363588333,0,0.07900000363588333,0.3160000145435333
01.01.2023 14:15 - 14:30,0.052000001072883606,0,0.052000001072883606,0.20800000429153442
01.01.2023 14:30 - 14:45,0.04800000041723251,0,0.04800000041723251,0.19200000166893005
01.01.2023 14:45 - 15:00,0.0560000017285347,0,0.0560000017285347,0.2240000069141388
01.01.2023 15:00 - 15:15,0.07800000160932541,0,0.07800000160932541,0.31200000643730164
01.01.2023 15:15 - 15:30,0.07199999690055847,0,0.07199999690055847,0.2879999876022339
01.01.2023 15:30 - 15:45,0.09099999815225601,0,0.09099999815225601,0.36399999260902405
01.01.2023 15:45 - 16:00,0.12399999797344208,0,0.12399999797344208,0.4959999918937683
01.01.2023 16:00 - 16:15,0.10700000077486038,0,0.10700000077486038,0.42800000309944153
01.01.2023 16:15 - 16:30,0.09600000083446503,0,0.09600000083446503,0.3840000033378601
01.01.2023 16:30 - 16:45,0.0560000017285347,0,0.0560000017285347,0.2240000069141388
01.01.2023 16:45 - 17:00,0.05400000140070915,0,0.05400000140070915,0.2160000056028366
01.01.2023 17:00 - 17:15,0.06300000101327896,0,0.06300000101327896,0.25200000405311584
01.01.2023 17:15 - 17:30,0.1679999977350235,0,0.1679999977350235,0.671999990940094
01.01.2023 17:30 - 17:45,0.10400000214576721,0,0.10400000214576721,0.41600000858306885
01.01.2023 17:45 - 18:00,0.09700000286102295,0,0.09700000286102295,0.3880000114440918
01.01.2023 18:00 - 18:15,0.43299999833106995,0,0.43299999833106995,1.7319999933242798
01.01.2023 18:15 - 18:30,0.41600000858306885,0,0.41600000858306885,1.6640000343322754
01.01.2023 18:30 - 18:45,0.13600000739097595,0,0.13600000739097595,0.5440000295639038
01.01.2023 18:45 - 19:00,0.07800000160932541,0,0.07800000160932541,0.31200000643730164
01.01.2023 19:00 - 19:15,0.08799999952316284,0,0.08799999952316284,0.35199999809265137
01.01.2023 19:15 - 19:30,0.4169999957084656,0,0.4169999957084656,1.6679999828338623
01.01.2023 19:30 - 19:45,0.1720000058412552,0,0.1720000058412552,0.6880000233650208
01.01.2023 19:45 - 20:00,0.07900000363588333,0,0.07900000363588333,0.3160000145435333
01.01.2023 20:00 - 20:15,0.06700000166893005,0,0.06700000166893005,0.2680000066757202
01.01.2023 20:15 - 20:30,0.06400000303983688,0,0.06400000303983688,0.25600001215934753
01.01.2023 20:30 - 20:45,0.08399999886751175,0,0.08399999886751175,0.335999995470047
01.01.2023 20:45 - 21:00,0.1459999978542328,0,0.1459999978542328,0.5839999914169312
01.01.2023 21:00 - 21:15,0.09399999678134918,0,0.09399999678134918,0.37599998712539673
01.01.2023 21:15 - 21:30,0.13600000739097595,0,0.13600000739097595,0.5440000295639038
01.01.2023 21:30 - 21:45,0.04600000008940697,0,0.04600000008940697,0.18400000035762787
01.01.2023 21:45 - 22:00,0.04600000008940697,0,0.04600000008940697,0.18400000035762787
01.01.2023 22:00 - 22:15,0,0.026000000536441803,0.026000000536441803,0.10400000214576721
01.01.2023 22:15 - 22:30,0,0.017000000923871994,0.017000000923871994,0.06800000369548798
01.01.2023 22:30 - 22:45,0,0.028999999165534973,0.028999999165534973,0.11599999666213989
01.01.2023 22:45 - 23:00,0,0.04800000041723251,0.04800000041723251,0.19200000166893005
01.01.2023 23:00 - 23:15,0,0.019999999552965164,0.019999999552965164,0.07999999821186066
01.01.2023 23:15 - 23:30,0,0.01899999938905239,0.01899999938905239,0.07599999755620956
01.01.2023 23:30 - 23:45,0,0.024000000208616257,0.024000000208616257,0.09600000083446503
01.01.2023 23:45 - 00:00,0,0.03200000151991844,0.03200000151991844,0.12800000607967377
02.01.2023 00:00 - 00:15,0,0.04100000113248825,0.04100000113248825,0.164000004529953
02.01.2023 00:15 - 00:30,0,0.035999998450279236,0.035999998450279236,0.14399999380111694
02.01.2023 00:30 - 00:45,0,0.020999999716877937,0.020999999716877937,0.08399999886751175
02.01.2023 00:45 - 01:00,0,0.029999999329447746,0.029999999329447746,0.11999999731779099
02.01.2023 01:00 - 01:15,0,0.028999999165534973,0.028999999165534973,0.11599999666213989
02.01.2023 01:15 - 01:30,0,0.03700000047683716,0.03700000047683716,0.14800000190734863
02.01.2023 01:30 - 01:45,0,0.017999999225139618,0.017999999225139618,0.07199999690055847
02.01.2023 01:45 - 02:00,0,0.027000000700354576,0.027000000700354576,0.1080000028014183
02.01.2023 02:00 - 02:15,0,0.029999999329447746,0.029999999329447746,0.11999999731779099
02.01.2023 02:15 - 02:30,0,0.017999999225139618,0.017999999225139618,0.07199999690055847
02.01.2023 02:30 - 02:45,0,0.03500000014901161,0.03500000014901161,0.14000000059604645
02.01.2023 02:45 - 03:00,0,0.06300000101327896,0.06300000101327896,0.25200000405311584
02.01.2023 03:00 - 03:15,0,0.2669999897480011,0.2669999897480011,1.0679999589920044
02.01.2023 03:15 - 03:30,0,0.04699999839067459,0.04699999839067459,0.18799999356269836
02.01.2023 03:30 - 03:45,0,0.03700000047683716,0.03700000047683716,0.14800000190734863
02.01.2023 03:45 - 04:00,0,0.028999999165534973,0.028999999165534973,0.11599999666213989
02.01.2023 04:00 - 04:15,0,0.028999999165534973,0.028999999165534973,0.11599999666213989
02.01.2023 04:15 - 04:30,0,0.03400000184774399,0.03400000184774399,0.13600000739097595
02.01.2023 04:30 - 04:45,0,0.020999999716877937,0.020999999716877937,0.08399999886751175
02.01.2023 04:45 - 05:00,0,0.023000000044703484,0.023000000044703484,0.09200000017881393
02.01.2023 05:00 - 05:15,0,0.04600000008940697,0.04600000008940697,0.18400000035762787
02.01.2023 05:15 - 05:30,0,0.05000000074505806,0.05000000074505806,0.20000000298023224
02.01.2023 05:30 - 05:45,0,0.02500000037252903,0.02500000037252903,0.10000000149011612
02.01.2023 05:45 - 06:00,0,0.01899999938905239,0.01899999938905239,0.07599999755620956
02.01.2023 06:00 - 06:15,0,0.01899999938905239,0.01899999938905239,0.07599999755620956
02.01.2023 06:15 - 06:30,0,0.04500000178813934,0.04500000178813934,0.18000000715255737
02.01.2023 06:30 - 06:45,0,0.027000000700354576,0.027000000700354576,0.1080000028014183
02.01.2023 06:45 - 07:00,0,0.017999999225139618,0.017999999225139618,0.07199999690055847
02.01.2023 07:00 - 07:15,0.01899999938905239,0,0.01899999938905239,0.07599999755620956
02.01.2023 07:15 - 07:30,0.024000000208616257,0,0.024000000208616257,0.09600000083446503
02.01.2023 07:30 - 07:45,0.04500000178813934,0,0.04500000178813934,0.18000000715255737
